Fecha;Temperatura_Abrigo_150cm;Humedad_Media;Presion_Media;Radiacion_Global
2024-09-04 00:00:00.0;12.66389;64;1018.014;13.71054
2024-09-05 00:00:00.0;11.51042;63;1017.11;14.14788
2024-09-06 00:00:00.0;15.51459;70;1007.584;13.10058
2024-09-07 00:00:00.0;15.2;63;1010.559;14.51724
2024-09-08 00:00:00.0;15.63125;61;1014.072;13.96608
2024-09-09 00:00:00.0;14.81667;92;1009.334;5.676361
2024-09-10 00:00:00.0;14.45486;99;1004.617;2.8944
2024-09-11 00:00:00.0;15.05625;76;1011.248;10.51278
2024-09-12 00:00:00.0;12.66528;71;1012.909;14.99952
2024-09-13 00:00:00.0;13.38264;78;1011.704;13.08114
2024-09-14 00:00:00.0;13.15417;61;1019.223;15.64656
2024-09-15 00:00:00.0;13.24444;65;1019.495;14.9871
2024-09-16 00:00:00.0;16.62708;60;1018.472;15.6696
2024-09-17 00:00:00.0;18.20972;60;1012.779;10.86516
2024-09-18 00:00:00.0;21.38264;62;1007.942;14.24256
2024-09-19 00:00:00.0;21.20278;73;999.7407;10.32948
2024-09-20 00:00:00.0;16.71597;62;1010.174;15.60078
2024-09-21 00:00:00.0;19.33403;66;1005.242;13.88814
2024-09-22 00:00:00.0;20.75486;86;1001.301;7.9209
2024-09-23 00:00:00.0;16.57778;66;1008.652;14.3838
2024-09-24 00:00:00.0;17.13889;58;1008.957;15.21372
2024-09-25 00:00:00.0;15.9368;84;1010.968;6.424561
2024-09-26 00:00:00.0;15.09166;63;1018.977;17.3037
2024-09-27 00:00:00.0;14.03403;71;1015.285;17.57544
2024-09-28 00:00:00.0;17.97848;72;1010.638;15.90366
2024-09-29 00:00:00.0;21.78194;65;1005.885;16.88112
2024-09-30 00:00:00.0;24.55139;72;997.3811;8.54196
2024-10-01 00:00:00.0;19.5132;54;1006.993;16.81422
2024-10-02 00:00:00.0;14.38194;53;1015.085;17.75922
2024-10-03 00:00:00.0;12.70833;57;1019.507;18.07104
2024-10-04 00:00:00.0;15.9875;60;1016.042;17.05002
2024-10-05 00:00:00.0;19.41042;56;1013.404;17.85804
2024-10-06 00:00:00.0;19.64653;65;1012.643;14.9388
2024-10-07 00:00:00.0;18.45139;89;1009.032;3.15246
2024-10-08 00:00:00.0;18.71042;80;1013.803;14.20902
2024-10-09 00:00:00.0;16.52708;74;1017.658;15.95118
2024-10-10 00:00:00.0;18.65208;70;1009.988;18.14244
2024-10-11 00:00:00.0;20.69167;61;1004.782;17.67054
2024-10-12 00:00:00.0;17.20972;94;1013.299;5.571119
2024-10-13 00:00:00.0;16.99861;93;1018.281;2.41566
2024-10-14 00:00:00.0;16.89792;98;1015.428;0.8347799
2024-10-15 00:00:00.0;20.28333;81;1012.76;17.33364
2024-10-16 00:00:00.0;20.46736;70;1010.86;19.70358
2024-10-17 00:00:00.0;17.75486;91;1011.578;4.7556
2024-10-18 00:00:00.0;20.54305;71;1012.951;19.51704
2024-10-19 00:00:00.0;21.12778;70;1009.122;19.56366
2024-10-20 00:00:00.0;23.5882;68;1003.746;19.97634
2024-10-21 00:00:00.0;26.8125;72;1006.949;16.69338
2024-10-22 00:00:00.0;25.65277;75;1009.9;14.89722
2024-10-23 00:00:00.0;20.42916;92;1001.799;0.10902
2024-10-24 00:00:00.0;18.06874;95;998.0293;2.90436
2024-10-25 00:00:00.0;15.98889;88;1004.843;12.75216
2024-10-26 00:00:00.0;15.76736;70;1013.677;20.98458
2024-10-27 00:00:00.0;18.85902;73;1014.28;19.89726
2024-10-28 00:00:00.0;21.55486;70;1012.492;20.81322
2024-10-29 00:00:00.0;23.05347;67;1012.128;21.34686
2024-10-30 00:00:00.0;24.30209;61;1010.111;21.65154
2024-10-31 00:00:00.0;24.01319;75;1006.005;19.56354
2024-11-01 00:00:00.0;24.96874;79;1001.249;19.97766
2024-11-02 00:00:00.0;22.58195;82;1007.592;6.756061
2024-11-03 00:00:00.0;20.49236;75;1010.313;19.95636
2024-11-04 00:00:00.0;20.47916;94;1008.23;3.982199
2024-11-05 00:00:00.0;18.775;72;1014.808;21.46392
2024-11-06 00:00:00.0;20.31805;68;1010.039;21.79338
2024-11-07 00:00:00.0;21.36458;68;1012.827;22.2072
2024-11-08 00:00:00.0;19.27431;71;1012.64;21.40481
2024-11-09 00:00:00.0;21.99167;63;1008.742;22.51338
2024-11-10 00:00:00.0;23.68749;63;1004.679;18.1008
2024-11-11 00:00:00.0;17.49862;66;1009.61;17.39784
2024-11-12 00:00:00.0;17.05903;55;1009.894;22.04196
2024-11-13 00:00:00.0;20.10695;54;1008.052;22.40274
2024-11-14 00:00:00.0;23.71736;50;1007.97;22.64364
2024-11-15 00:00:00.0;25.88264;51;1004.663;22.45122
2024-11-16 00:00:00.0;27.32986;53;1003.985;21.06624
2024-11-17 00:00:00.0;19.7236;86;1010.05;3.02424
2024-11-18 00:00:00.0;19.00625;70;1014.129;19.53534
2024-11-19 00:00:00.0;18.63264;71;1013.095;8.6637
2024-11-20 00:00:00.0;21.83958;64;1013.375;23.26908
2024-11-21 00:00:00.0;21.30972;69;1014.883;10.42542
2024-11-22 00:00:00.0;22.86805;68;1013.759;22.34754
2024-11-23 00:00:00.0;23.58612;67;1010.611;23.16288
